7.678139209747314453e-01,6.871291399002075195e-01
5.653054714202880859e-01,-3.519069850444793701e-01
6.706132292747497559e-01,2.482023388147354126e-01
4.291560649871826172e-01,-7.034809589385986328e-01
4.906760454177856445e-01,-7.790834307670593262e-01
7.127686142921447754e-01,1.056511044502258301e+00
6.949117183685302734e-01,7.567692995071411133e-01
5.660629272460937500e-01,-4.979117214679718018e-01
6.288045048713684082e-01,-3.037808537483215332e-01
6.246210932731628418e-01,3.959298878908157349e-02
